file,title,author,licenses,source_page,size_bytes
bulk/dark-shrine-loop/qubodup-yd-DarkShrineLoop-OpenGameArt.flac,Dark Shrine Loop,qubodup,CC0,https://opengameart.org/content/dark-shrine-loop,2997779
bulk/neon-action-ii/Neon Action II_0.mp3,Neon Action II,Bogart VGM,CC-BY 4.0,https://opengameart.org/content/neon-action-ii,5029920
bulk/tension-plane/tension_plane_0.ogg,Tension plane,StereoPhysics,CC-BY 4.0,https://opengameart.org/content/tension-plane,1230684
bulk/thrust-sequence/Thrust Sequence_0.mp3,Thrust Sequence,Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/thrust-sequence,5530335
bulk/red-heels-piano-ver/Red Heels piano ver.wav,Red Heels (piano ver),TAD,CC0,https://opengameart.org/content/red-heels-piano-ver,16768114
bulk/intro-music-for-game/01 - buffy - old fashion - intro_0.mp3,Intro music for game,buffy,CC0,https://opengameart.org/content/intro-music-for-game,1763700
bulk/anime-esque-intro-outro-theme/Play Now_0.mp3,Anime-esque Intro-Outro Theme,CleytonKauffman,CC0,https://opengameart.org/content/anime-esque-intro-outro-theme,1365866
bulk/8-bit-music-electro-beansjam/8 Bit Music (Electro)_0.wav,8 Bit Music (Electro) #beansjam,Quitschie,CC0,https://opengameart.org/content/8-bit-music-electro-beansjam,4837420
bulk/arcade-oddities-looping/arcade_oddities_2.ogg,Arcade Oddities (Looping),Eric Matyas,CC-BY 3.0,https://opengameart.org/content/arcade-oddities-looping,2747206
bulk/dripping-water-loop/atmosbasement.mp3_.flac,Dripping water loop,?,CC0,https://opengameart.org/content/dripping-water-loop,1309638
bulk/retro-samurai-8-bit/Retro Samurai v0_4.mp3,Retro Samurai (8-Bit),FoxSynergy,CC-BY 3.0,https://opengameart.org/content/retro-samurai-8-bit,1991955
bulk/midi-2-tension-songs/time_constraints.mp3,MIDI 2 'tension' songs,tapatilorenzo,CC0,https://opengameart.org/content/midi-2-tension-songs,3072626
bulk/midi-2-tension-songs/tension.mp3,MIDI 2 'tension' songs,tapatilorenzo,CC0,https://opengameart.org/content/midi-2-tension-songs,1229426
bulk/scarecrow-16bit/glfkdldkld_boosted.mp3,scarecrow [16bit],obscure music,CC-BY 3.0; CC0,https://opengameart.org/content/scarecrow-16bit,5110595
bulk/the-final-march/The Final March_0.mp3,The Final March,WakianTech,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-final-march,743217
bulk/alexsstylechiptune/Alex'sStyle(Chiptune)_0.mp3,Alex'sStyle(Chiptune),Pro Sensory,CC0,https://opengameart.org/content/alexsstylechiptune,2833833
bulk/jazz-funk/A7 - Eb7 - D major 7_1.mp3,Jazz Funk,professorlamp,CC-BY 3.0,https://opengameart.org/content/jazz-funk,6098182
bulk/alexsstylechiptune/Alex'sWishJustChimes.mp3,Alex'sStyle(Chiptune),Pro Sensory,CC0,https://opengameart.org/content/alexsstylechiptune,3920945
bulk/jungle-trance/Jungle Trance_0.wav,Jungle Trance,spuispuin,CC-BY 4.0,https://opengameart.org/content/jungle-trance,21563642
bulk/boss-battle-music/Juhani Junkala - Epic Boss Battle [Seamlessly Looping].wav,Boss Battle Music,SubspaceAudio,CC0,https://opengameart.org/content/boss-battle-music,21773152
bulk/alexsstylechiptune/AlexsWish(Chiptune2)_1.mp3,Alex'sStyle(Chiptune),Pro Sensory,CC0,https://opengameart.org/content/alexsstylechiptune,3920945
bulk/the-horrors-of-infinity/The horrors of infinity_0.ogg,The horrors of infinity,MultimediaSwamp,CC-BY 3.0,https://opengameart.org/content/the-horrors-of-infinity,2789456
bulk/subtle-bass/bassy_tune.ogg,Subtle Bass,TinyWorlds,CC0,https://opengameart.org/content/subtle-bass,443714
bulk/8-bit-sound-effect-pack-vol-001/DEMO_0.mp3,8-Bit Sound Effect Pack (Vol. 001),Deva,CC0,https://opengameart.org/content/8-bit-sound-effect-pack-vol-001,1419459
bulk/trance-city/trance_city_bpm130_0.ogg,Trance City,MintoDog,CC0,https://opengameart.org/content/trance-city,3789027
bulk/trance-city/trance_city_bpm130.mp3,Trance City,MintoDog,CC0,https://opengameart.org/content/trance-city,4729326
bulk/c64-level-one/C64 Level 1.mp3,C64 Level One,tcarisland,CC-BY 4.0,https://opengameart.org/content/c64-level-one,5487874
bulk/mystery-style-3/mysterystyle3_0.ogg,Mystery Style 3,Tozan,CC0,https://opengameart.org/content/mystery-style-3,471888
bulk/race-of-the-wasp/Race of the Wasp.wav,Race of the Wasp,OwlishMedia,CC0,https://opengameart.org/content/race-of-the-wasp,14808706
bulk/slow-piano-intermission/slow piano intermission_0.ogg,Slow Piano Intermission,Spring Spring,CC0,https://opengameart.org/content/slow-piano-intermission,1176612
bulk/empty-stretch/empty_stretch_1.mp3,Empty Stretch,Zane Little Music,CC0,https://opengameart.org/content/empty-stretch,5634722
bulk/baby-black-magi/baby_black_magi_2023_loop.mp3,Baby Black Magi,Bobjt,CC0,https://opengameart.org/content/baby-black-magi,1078816
bulk/baby-black-magi/baby_black_magi_2023_loop.ogg,Baby Black Magi,Bobjt,CC0,https://opengameart.org/content/baby-black-magi,2381137
bulk/baby-black-magi/baby_blk_magi_draft_-_quirky_magicville_-_original_upload_2.mp3,Baby Black Magi,Bobjt,CC0,https://opengameart.org/content/baby-black-magi,632602
bulk/basically-not-fusion-jazz/fusion jazz_0.ogg,(Basically not) Fusion Jazz,Spring Spring,CC0,https://opengameart.org/content/basically-not-fusion-jazz,4643715
bulk/levelup-sound-atmospheric/141695__copyc4t__levelup.wav,LevelUp Sound Atmospheric,?,CC-BY 3.0,https://opengameart.org/content/levelup-sound-atmospheric,1346138
bulk/electronic-music-loop/game_2.ogg,Electronic Music Loop,Rami99,CC0,https://opengameart.org/content/electronic-music-loop,920385
bulk/mystery-sting/mystery_sting.ogg,Mystery Sting,railkill,CC0,https://opengameart.org/content/mystery-sting,27215
bulk/loading-screen-loop/b423b42.wav,Loading screen loop,?,CC0; Public Domain,https://opengameart.org/content/loading-screen-loop,3963916
bulk/electronic-music-loop/game.wav,Electronic Music Loop,Rami99,CC0,https://opengameart.org/content/electronic-music-loop,9986202
bulk/loading-screen-loop/TremLoadingloopl.wav,Loading screen loop,?,CC0; Public Domain,https://opengameart.org/content/loading-screen-loop,3641852
bulk/happy-bgm-pianoviolinflutedrums/080415pianobgm3popver_0.ogg,"happy bgm (piano,violin,flute,drums)",syncopika,CC-BY 3.0,https://opengameart.org/content/happy-bgm-pianoviolinflutedrums,1643862
bulk/stranger-synth-retro-ambient-soundtrack/retro_soundtrack01.ogg,"Stranger synth, retro ambient soundtrack",michaelb,CC-BY 4.0; CC0,https://opengameart.org/content/stranger-synth-retro-ambient-soundtrack,3115837
bulk/sunny-side-up-electronic/SunnySideUp_0.wav,Sunny Side up electronic,Pro Sensory,CC0,https://opengameart.org/content/sunny-side-up-electronic,19684594
bulk/gunloop-8bit/8bit_gunloop_explosion.wav,gunloop 8bit,Luke.RUSTLTD,CC0,https://opengameart.org/content/gunloop-8bit,16092
bulk/on-the-other-side/On the other side.wav,On The Other Side,Snabisch,CC-BY 3.0,https://opengameart.org/content/on-the-other-side,12700844
bulk/happy-loop/happy loop_0.mp3,Happy Loop,wipics,CC0; Public Domain,https://opengameart.org/content/happy-loop,505021
bulk/tension-and-distress/aflicao.wav,tension and distress,allen yatsura,CC0,https://opengameart.org/content/tension-and-distress,10715324
bulk/happy-bgm-pianoviolinflutedrums/080415pianobgm3popver.wav,"happy bgm (piano,violin,flute,drums)",syncopika,CC-BY 3.0,https://opengameart.org/content/happy-bgm-pianoviolinflutedrums,14896172
bulk/rock-you/Rock You_0.mp3,Rock You,Snabisch,CC-BY 3.0,https://opengameart.org/content/rock-you,8002981
bulk/scary-ambient-wind/Scary Ambient Wind.mp3,Scary Ambient Wind,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/scary-ambient-wind,4877568
bulk/gi-i-dark-ambient-techno/giii_8inst_1.mp3,Gi-i Dark Ambient Techno,SouljahdeShiva,CC-BY 3.0,https://opengameart.org/content/gi-i-dark-ambient-techno,3296884
bulk/scary-ambient-wind/Scary Ambient Wind.ogg,Scary Ambient Wind,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/scary-ambient-wind,6221635
bulk/polybius-stage-3/polybus_ambient_7_0.ogg,Polybius Stage 3,FSV,CC-BY 4.0,https://opengameart.org/content/polybius-stage-3,1755379
bulk/trance-dungeon/trance_dungeon_bpm130_0.ogg,Trance Dungeon,MintoDog,CC0,https://opengameart.org/content/trance-dungeon,4908294
bulk/epic-at-the-jungle/Epic at the Jungle_0.mp3,Epic at the Jungle,Indieteur,CC0,https://opengameart.org/content/epic-at-the-jungle,4808338
bulk/trance-dungeon/trance_dungeon_bpm130.mp3,Trance Dungeon,MintoDog,CC0,https://opengameart.org/content/trance-dungeon,5910064
bulk/menu-running-title/New age_1.mp3,Menu / Running Title,R0B B3RY,CC0,https://opengameart.org/content/menu-running-title,10676126
bulk/glitch-stairs/glitchstairs_6.ogg,Glitch Stairs,Fupi,CC0,https://opengameart.org/content/glitch-stairs,2578006
bulk/cookie-crumble/cookie_crumble_0.mp3,Cookie Crumble,fluffclipse,CC-BY 3.0,https://opengameart.org/content/cookie-crumble,3810858
bulk/saw-you-in-my-dreams/Kim Lightyear - Saw You In My Dreams_0.mp3,Saw You In My Dreams,KLY,CC-BY 3.0,https://opengameart.org/content/saw-you-in-my-dreams,12131738
bulk/retroturnaroundstage-1-remix/stage 1(remixed_by_cent.ogg,retro_turnaround(stage 1 remix),Centurion_of_war,CC0,https://opengameart.org/content/retroturnaroundstage-1-remix,1548222
bulk/battle-theme-1/Battle Theme.wav,Battle Theme,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/battle-theme-1,22548480
bulk/ancient-ruins-1/ancient_ruins_0.mp3,Ancient Ruins,tcarisland,CC-BY 4.0,https://opengameart.org/content/ancient-ruins-1,4609309
bulk/experimental-synth-beats/02 idea.mp3,Experimental Synth Beats,vandalorum,CC-BY 4.0,https://opengameart.org/content/experimental-synth-beats,4565751
bulk/experimental-synth-beats/04 soft gurl.mp3,Experimental Synth Beats,vandalorum,CC-BY 4.0,https://opengameart.org/content/experimental-synth-beats,3100286
bulk/experimental-synth-beats/03 The Climax (slowed down).mp3,Experimental Synth Beats,vandalorum,CC-BY 4.0,https://opengameart.org/content/experimental-synth-beats,9948020
bulk/long-away-home-8bit/Long Away Home.wav,Long Away Home [8bit],nene,CC0; Public Domain,https://opengameart.org/content/long-away-home-8bit,23294776
bulk/aggressive-electronic-music-ritchies-sea/Ritchie's Sea_5.mp3,Aggressive Electronic Music - Ritchie's Sea,professorlamp,CC-BY 3.0,https://opengameart.org/content/aggressive-electronic-music-ritchies-sea,5713465
bulk/techno/techno.mp3,Techno,digitl,CC-BY 3.0,https://opengameart.org/content/techno,8377024
bulk/aggressive-electronic-music-ritchies-sea/Ritchie's Sea_1.ogg,Aggressive Electronic Music - Ritchie's Sea,professorlamp,CC-BY 3.0,https://opengameart.org/content/aggressive-electronic-music-ritchies-sea,9388255
bulk/operation/Operation.ogg,Operation,EZduzziteh,OGA-BY 3.0,https://opengameart.org/content/operation,701270
bulk/the-dance-of-the-trees-fm-version/The dance of the trees FM Version.ogg,The dance of the trees (FM Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/the-dance-of-the-trees-fm-version,6189000
bulk/church-combat/chuch combat.wav,Church combat,Centurion_of_war,CC-BY 4.0,https://opengameart.org/content/church-combat,12230444
bulk/battle-march-epic-orchestral-music-loop/POL-battle-march-short_0.wav,Battle March - Epic Orchestral Music Loop,PlayOnLoop,CC-BY 3.0,https://opengameart.org/content/battle-march-epic-orchestral-music-loop,498148
bulk/demon-voice/dl_you_fools_let_them_escape.wav,demon voice,Tim Rockk,CC0,https://opengameart.org/content/demon-voice,534824
bulk/happy-arcade-tune/happy_0.mp3,Happy Arcade Tune,rezoner,CC-BY 3.0,https://opengameart.org/content/happy-arcade-tune,3628910
bulk/flashy-popjazz/Flashy (Jazz)_0.mp3,Flashy (Pop/Jazz),Pro Sensory,CC0,https://opengameart.org/content/flashy-popjazz,5318531
bulk/demon-voice/dl_demon_fight_grunt_3.wav,demon voice,Tim Rockk,CC0,https://opengameart.org/content/demon-voice,356616
bulk/demon-voice/dl_demon_moohaaa_laugh.wav,demon voice,Tim Rockk,CC0,https://opengameart.org/content/demon-voice,737544
bulk/ring-me-bell-electro-dance-version/Ring me bell_Electro Dance.mp3,Ring Me Bell (Electro Dance Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/ring-me-bell-electro-dance-version,9918279
bulk/sad-game-over/sad_game_over.wav,Sad game over,Emma_MA,CC0,https://opengameart.org/content/sad-game-over,3353414
bulk/the-dance-of-the-trees-fm-version/The dance of the trees FM Version.wav,The dance of the trees (FM Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/the-dance-of-the-trees-fm-version,24812468
bulk/magic-town/Magic Town_0.mp3,Magic Town,controllerhead,CC0,https://opengameart.org/content/magic-town,1338809
bulk/game-over-iii/Game Over III_2.ogg,Game Over III,Kistol,CC-BY 3.0,https://opengameart.org/content/game-over-iii,1259678
bulk/boss-fight-bounce/Boss Fight Bounce.mp3,Boss Fight Bounce,Locomule,CC0; GPL 3.0,https://opengameart.org/content/boss-fight-bounce,2881861
bulk/before-you-can-even-challenge-me-you-must-defeat-king-trabak-the-great/King Trabak The Great_0.ogg,"BEFORE YOU CAN EVEN CHALLENGE ME, YOU MUST DEFEAT KING TRABAK THE GREAT!",Spring Spring,CC0,https://opengameart.org/content/before-you-can-even-challenge-me-you-must-defeat-king-trabak-the-great,1139993
bulk/driving-bass-loop/Synth Bass 16 bars.wav,Driving Bass Loop,Macro,CC-BY 3.0,https://opengameart.org/content/driving-bass-loop,3165356
bulk/sword-of-mystery/Sword Of Mystery_0.mp3,Sword Of Mystery,Pro Sensory,CC0,https://opengameart.org/content/sword-of-mystery,2075237
bulk/peaceful-village-loop/abeth.mp3,Peaceful village loop,elerya,CC-BY 3.0,https://opengameart.org/content/peaceful-village-loop,318467
bulk/peaceful-village-loop/abeth.wav,Peaceful village loop,elerya,CC-BY 3.0,https://opengameart.org/content/peaceful-village-loop,2847788
bulk/done-rock-and-jazz/Done (Rock and Jazz)_0.mp3,Done (Rock and Jazz),Pro Sensory,CC0,https://opengameart.org/content/done-rock-and-jazz,2175387
bulk/level-2-industrial-zone/level_2_1.mp3,Level 2 - Industrial Zone,Sygil,CC-BY 4.0,https://opengameart.org/content/level-2-industrial-zone,5423076
bulk/driving-0/Driving (remastered).mp3,Driving,jeffmatthews410,CC-BY 4.0,https://opengameart.org/content/driving-0,3732814
bulk/done-rock-and-jazz/Done (Electronic)_3.mp3,Done (Rock and Jazz),Pro Sensory,CC0,https://opengameart.org/content/done-rock-and-jazz,5508772
bulk/level-2-industrial-zone/level_2_1.ogg,Level 2 - Industrial Zone,Sygil,CC-BY 4.0,https://opengameart.org/content/level-2-industrial-zone,7702730
bulk/springs-atmospheric-series/atmospheric I_1.ogg,Spring's Atmospheric Series,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/springs-atmospheric-series,3068124
bulk/birdsong-background-loop/koertes-ccby-birdsongloop16s.ogg,Birdsong background loop,?,CC-BY 3.0,https://opengameart.org/content/birdsong-background-loop,424820
bulk/springs-atmospheric-series/atmospheric II_1.ogg,Spring's Atmospheric Series,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/springs-atmospheric-series,5759445
bulk/town-3/Town 3_3.mp3,Town 3,Pro Sensory,CC0,https://opengameart.org/content/town-3,2382411
bulk/springs-atmospheric-series/atmospheric IV_0.ogg,Spring's Atmospheric Series,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/springs-atmospheric-series,4236799
bulk/birdsong-background-loop/koertes-ccby-birdsongloop16s.flac,Birdsong background loop,?,CC-BY 3.0,https://opengameart.org/content/birdsong-background-loop,2703747
bulk/springs-atmospheric-series/atmospheric III_0.ogg,Spring's Atmospheric Series,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/springs-atmospheric-series,4153705
bulk/falling-rock/Falling Rock.wav,Falling Rock,spookymodem,CC-BY 3.0,https://opengameart.org/content/falling-rock,844376
bulk/beach-town-guitar-theme/Beach Town Guitar Theme.ogg,Beach Town Guitar Theme,Hitctrl,CC-BY 3.0,https://opengameart.org/content/beach-town-guitar-theme,1601404
bulk/beach-town-guitar-theme/Beach Town Guitar Theme.mp3,Beach Town Guitar Theme,Hitctrl,CC-BY 3.0,https://opengameart.org/content/beach-town-guitar-theme,5233811
