file,title,author,licenses,source_page,size_bytes
bulk/breakfast-blend/420_Breakfast_Blend_0.mp3,Breakfast Blend,Macro,CC-BY 4.0,https://opengameart.org/content/breakfast-blend,3122198
bulk/dungeon-blue/dungeonblue.ogg,Dungeon Blue,JoshMckay,CC0,https://opengameart.org/content/dungeon-blue,4959815
bulk/dirt-1/GTDStudio - Dirt.ogg,Dirt,GTDStudio aka Palrom,OGA-BY 3.0,https://opengameart.org/content/dirt-1,4417054
bulk/slampe-synthwave-house/slampe_0.ogg,Slampe - Synthwave House,Fupi,CC0,https://opengameart.org/content/slampe-synthwave-house,2506375
bulk/chillwave-nightdrive-bogart-vgm-hitctrl-lsao/chillwavenightdrivemixver2_0.ogg,Chillwave Nightdrive (Bogart VGM & Hitctrl & LSAo),glitchart,CC-BY 3.0; CC-BY 4.0; OGA-BY 3.0,https://opengameart.org/content/chillwave-nightdrive-bogart-vgm-hitctrl-lsao,6414591
bulk/ragtime-jazz/ragtime.mp3,Ragtime! Jazz,Tarush Singhal,CC0,https://opengameart.org/content/ragtime-jazz,4475590
bulk/jrpg2-piano/JRPG2 Piano.mp3,JRPG2 Piano,Joth,CC0; Public Domain,https://opengameart.org/content/jrpg2-piano,645141
bulk/journey-collection-part-3/track_22_3.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,6759210
bulk/journey-collection-part-3/track_23_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,3931338
bulk/journey-collection-part-3/track_21_3.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,9387550
bulk/dance-and-jump-loop/Dance and Jump.ogg,Dance and Jump Loop,Snabisch,CC-BY 3.0,https://opengameart.org/content/dance-and-jump-loop,4483484
bulk/journey-collection-part-3/track_25_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,4102254
bulk/journey-collection-part-3/track_24_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,6229601
bulk/journey-collection-part-3/track_27_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,2910046
bulk/journey-collection-part-3/track_26_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,6403965
bulk/journey-collection-part-3/track_28_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,4898810
bulk/journey-collection-part-3/track_30_0.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,5039056
bulk/victory-victory-victory/snd_music2_0.ogg,Victory! Victory! Victory!,Spring Spring,CC0,https://opengameart.org/content/victory-victory-victory,2334637
bulk/victory-victory-victory/snd_music_victorytheme_0.ogg,Victory! Victory! Victory!,Spring Spring,CC0,https://opengameart.org/content/victory-victory-victory,2155311
bulk/journey-collection-part-3/track_29_1.ogg,Journey Collection [Part 3],user09032001,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/journey-collection-part-3,9863171
bulk/victory-victory-victory/snd_music3_0.ogg,Victory! Victory! Victory!,Spring Spring,CC0,https://opengameart.org/content/victory-victory-victory,3296781
bulk/big-trance-by-kris-klavenes-for-game/big_trance_by_kris_klavenes_for_game_02_10_2021.mp3,big trance by kris klavenes for game,klavo85,CC-BY 4.0,https://opengameart.org/content/big-trance-by-kris-klavenes-for-game,4176813
bulk/just-you-and-me-guitar/Just you and me_2.mp3,Just you and me Guitar,Pro Sensory,CC0,https://opengameart.org/content/just-you-and-me-guitar,2378022
bulk/16bit-success-sound/sfx_-_success.ogg,16bit Success sound,flush,CC0,https://opengameart.org/content/16bit-success-sound,58364
bulk/piano-5/piano 5.mp3,piano 5,hectavex,CC-BY 3.0,https://opengameart.org/content/piano-5,241945
bulk/mushroom-dance/mushroom dance_0.ogg,Mushroom Dance,bart,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/mushroom-dance,2283709
bulk/trance-trap-electronic-237/Vaporwave_0.ogg,Trance / trap / electronic [2:37],Dizzy Crow,CC0,https://opengameart.org/content/trance-trap-electronic-237,3820081
bulk/lovely-town/Lovely town_0.ogg,Lovely Town,fluffclipse,CC0,https://opengameart.org/content/lovely-town,3822629
bulk/rock-theme/Тема для меню. (promodj.com).mp3,Rock theme,obscure music,CC0; Public Domain,https://opengameart.org/content/rock-theme,2701062
bulk/battle-theme-ii/Battle Theme II v1.2_0.mp3,Battle Theme II,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/battle-theme-ii,3956506
bulk/tension/Komiku - It's time for adventure vol 2 - 12 Tension_0.mp3,Tension,Loyalty Freak Music,CC0,https://opengameart.org/content/tension,8199260
bulk/ocean-trance/ocean_trance_bpm140_0.ogg,Ocean Trance,MintoDog,CC0; Public Domain,https://opengameart.org/content/ocean-trance,5096888
bulk/battle-theme-ii/Battle Theme II v1.2.flac,Battle Theme II,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/battle-theme-ii,13704065
bulk/dragons-village/yet another soundtrack - Track 05 (Dragon's Village)_0.ogg,Dragon's Village,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/dragons-village,2736072
bulk/stone-path-to-madness/FoxSynergy - Stone Path to Madness.mp3,Stone Path to Madness,FoxSynergy,CC-BY 3.0,https://opengameart.org/content/stone-path-to-madness,3275717
bulk/seaside-village/Sea side Village.flac,Seaside Village,KarateStudios,CC0,https://opengameart.org/content/seaside-village,11984951
bulk/90s-racer-techno/90s_racer_techno_0.mp3,90s Racer Techno,Bogart VGM,CC-BY 4.0,https://opengameart.org/content/90s-racer-techno,6919579
bulk/battle-theme-ii/Battle Theme II v1.2.wav,Battle Theme II,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/battle-theme-ii,24702976
bulk/post-apocalyptic-and-cyberpunk-melodies/Battle_2_0.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,10775587
bulk/post-apocalyptic-and-cyberpunk-melodies/Battle_1_2.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,15730726
bulk/ocean-trance/ocean_trance_bpm140.flac,Ocean Trance,MintoDog,CC0; Public Domain,https://opengameart.org/content/ocean-trance,19702632
bulk/post-apocalyptic-and-cyberpunk-melodies/Brains.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,9557702
bulk/post-apocalyptic-and-cyberpunk-melodies/Mutants.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,16453066
bulk/music-box-game-over-ii/Music Box Game Over 2.mp3,Music Box Game Over II,KLY,CC-BY 3.0,https://opengameart.org/content/music-box-game-over-ii,946107
bulk/lowfi-rock-sad-city/Pripyat 2.0 Chiptune_2.mp3,Lowfi Rock - Sad City,Chad Wolfe,CC-BY 3.0,https://opengameart.org/content/lowfi-rock-sad-city,1989556
bulk/post-apocalyptic-and-cyberpunk-melodies/Phagos.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,11697569
bulk/funny-and-cute-town-theme/oga_majitapioka_0.mp3,Funny and Cute Town Theme,ISAo,OGA-BY 3.0,https://opengameart.org/content/funny-and-cute-town-theme,3751479
bulk/post-apocalyptic-and-cyberpunk-melodies/Raiders.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,13278493
bulk/heat-of-the-world/Heat Of The World bass.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,152584
bulk/heat-of-the-world/Heat Of The World bass.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,155002
bulk/heat-of-the-world/Heat Of The World drums.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,85705
bulk/heat-of-the-world/Heat Of The World drums.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,70035
bulk/heat-of-the-world/Heat Of The World Drums 2.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,29759
bulk/heat-of-the-world/Heat Of The World Drums 2.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,54881
bulk/heat-of-the-world/Heat Of The World bass.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,705580
bulk/post-apocalyptic-and-cyberpunk-melodies/Rangers.ogg,Post Apocalyptic and CyberPunk Melodies,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/post-apocalyptic-and-cyberpunk-melodies,14438064
bulk/world-map-1/World Map_0.mp3,World Map,Scrabbit,CC-BY 4.0,https://opengameart.org/content/world-map-1,7835348
bulk/heat-of-the-world/Heat Of The World drums.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,705580
bulk/heat-of-the-world/Heat Of The World Drums 2.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,705580
bulk/heat-of-the-world/Heat Of The World Melody 1.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,73065
bulk/heat-of-the-world/Heat Of The World full song compressed.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,1992395
bulk/heat-of-the-world/Heat Of The World Melody 1.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,78409
bulk/heat-of-the-world/Heat Of The World full song.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,1946012
bulk/heat-of-the-world/Heat Of The World Melody 2.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,77583
bulk/heat-of-the-world/Heat Of The World Melody 2.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,76172
bulk/heat-of-the-world/Heat Of The World Melody 1.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,705580
bulk/heat-of-the-world/Heat Of The World full song.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,3430906
bulk/heat-of-the-world/Heat Of The World full song compressed.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,3573964
bulk/heat-of-the-world/Heat Of The World Preview_0.mp3,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,531417
bulk/heat-of-the-world/Heat Of The World Preview.ogg,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,371463
bulk/heat-of-the-world/Heat Of The World Melody 2.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,705580
bulk/heat-of-the-world/Heat Of The World full song compressed.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,17638732
bulk/heat-of-the-world/Heat Of The World full song.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,17638732
bulk/bass-loop/bass_loop.ogg,Bass Loop,burabotti,CC0,https://opengameart.org/content/bass-loop,1216972
bulk/heat-of-the-world/Heat Of The World Preview.wav,Heat Of The World,kenliten,CC-BY 4.0,https://opengameart.org/content/heat-of-the-world,2822188
bulk/dont-danse-so-fast/Don't danse so fast.mp3,Don't danse so fast,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/dont-danse-so-fast,2043108
bulk/hackers-hideout-fight-theme/Hacker's_Hideout_Fight.ogg,Hacker's Hideout Fight Theme,GTDStudio aka Palrom,OGA-BY 3.0,https://opengameart.org/content/hackers-hideout-fight-theme,3497390
bulk/cyber-sidewalks-looping/cyber_sidewalks_1.mp3,CYBER SIDEWALKS (Looping),Eric Matyas,CC-BY 3.0,https://opengameart.org/content/cyber-sidewalks-looping,1462771
bulk/solo-jazz-guitar-riverline/Tri-Tachyon - Riverline_0.mp3,Solo Jazz Guitar - Riverline,Ellary,CC-BY 4.0,https://opengameart.org/content/solo-jazz-guitar-riverline,3208151
bulk/the-treasure-nes-version/The Treasure NES.mp3,The Treasure (NES Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/the-treasure-nes-version,8564091
bulk/blitsky-techno-meditation-relaxing-peaceful-sound-w4ck/-_blitsky_-_techno_-_meditation_relaxing_peaceful_sound_-_w4ck_0.mp3,// Blitsky // TECHNO // Meditation Relaxing Peaceful Sound // W4CK,madworldgames,CC0,https://opengameart.org/content/blitsky-techno-meditation-relaxing-peaceful-sound-w4ck,2612013
bulk/fast-hammer-sfx/craft_0.ogg,Fast Hammer SFX,themightyglider,CC0,https://opengameart.org/content/fast-hammer-sfx,19972
bulk/moonlight-bogart-vgm-cynicmusic-davidkbd/moonlightmix_0.ogg,Moonlight (Bogart VGM & Cynicmusic & DavidKBD),glitchart,CC-BY 4.0; CC0,https://opengameart.org/content/moonlight-bogart-vgm-cynicmusic-davidkbd,11529867
bulk/weird-sad-song/weirdsadsong.wav,weird sad song,aqrezes,CC0,https://opengameart.org/content/weird-sad-song,7560286
bulk/the-king-of-hell-final-boss-theme/yet another soundtrack - Track 06 (The King of Hell (Final Boss))_0.ogg,The King of Hell (Final Boss Theme),Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/the-king-of-hell-final-boss-theme,3445132
bulk/funny-comic-cartoon-bounce-sound/BounceYoFrankie.flac,Funny Comic Cartoon Bounce Sound,?,CC-BY 3.0,https://opengameart.org/content/funny-comic-cartoon-bounce-sound,8034
bulk/trance-menu/trance-menu.mp3,Trance menu,rezoner,CC-BY 3.0,https://opengameart.org/content/trance-menu,2068530
bulk/invasion-of-electro-aliens/Invasion of Electro Aliens.mp3,Invasion of Electro Aliens,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/invasion-of-electro-aliens,3517700
bulk/gladiatorial-combat-dueling-for-the-grand-prize-your-life/combat5_0.ogg,Gladiatorial Combat ~ Dueling for The Grand Prize ~ Your Life,Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0,https://opengameart.org/content/gladiatorial-combat-dueling-for-the-grand-prize-your-life,3568580
bulk/sunshine-chill-trance/fato_shadow_-_sunshine_0.mp3,"Sunshine (Chill, Trance)",Fato_Shadow_Music,CC-BY 3.0; CC-BY 4.0,https://opengameart.org/content/sunshine-chill-trance,2776361
bulk/sunshine-chill-trance/fato_shadow_-_sunshine.ogg,"Sunshine (Chill, Trance)",Fato_Shadow_Music,CC-BY 3.0; CC-BY 4.0,https://opengameart.org/content/sunshine-chill-trance,5823378
bulk/the-isolated-village-of-manaktu/The Isolated Village of Manaktu_5.ogg,The Isolated Village of Manaktu,Hitctrl,CC-BY 3.0,https://opengameart.org/content/the-isolated-village-of-manaktu,1793987
bulk/intensity-buffer-electronic/Intense.wav,Intensity Buffer (Electronic),Pro Sensory,CC0,https://opengameart.org/content/intensity-buffer-electronic,21443082
bulk/the-isolated-village-of-manaktu/The Isolated Village of Manaktu_5.mp3,The Isolated Village of Manaktu,Hitctrl,CC-BY 3.0,https://opengameart.org/content/the-isolated-village-of-manaktu,5592211
bulk/synthwave-type-remixed-gp-vs-vitalezzz-vs-tricksntraps-vs-zodik/synth_type_mix-low-pridox_0.ogg,synthwave type remixed (G_P vs Vitalezzz vs TricksnTraps vs Zodik),glitchart,CC-BY 3.0; CC0,https://opengameart.org/content/synthwave-type-remixed-gp-vs-vitalezzz-vs-tricksntraps-vs-zodik,5007693
bulk/the-great-overworld/overworld_L.ogg,The great overworld,Katana,CC-BY 3.0,https://opengameart.org/content/the-great-overworld,1127797
bulk/synthwave-type-remixed-gp-vs-vitalezzz-vs-tricksntraps-vs-zodik/synth_type_mix2_0.ogg,synthwave type remixed (G_P vs Vitalezzz vs TricksnTraps vs Zodik),glitchart,CC-BY 3.0; CC0,https://opengameart.org/content/synthwave-type-remixed-gp-vs-vitalezzz-vs-tricksntraps-vs-zodik,5000374
bulk/piano-melody-with-acoustic-bass/pianomelodywithacoustic_0.ogg,Piano Melody With Acoustic Bass,Tozan,CC0,https://opengameart.org/content/piano-melody-with-acoustic-bass,772348
bulk/ab-dance-psg-version/AB Dance PSG_0.mp3,AB Dance (PSG Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/ab-dance-psg-version,1312708
bulk/the-great-overworld/rockworld.mp3,The great overworld,Katana,CC-BY 3.0,https://opengameart.org/content/the-great-overworld,4832865
bulk/one-day-in-the-electro-house-sayamor/Android128 - One day in the Electro House (Sayamor)_0.mp3,One Day In The Electro House (Sayamor),Android128,CC-BY 3.0,https://opengameart.org/content/one-day-in-the-electro-house-sayamor,6601882
bulk/monkey-island-band/Monkey Island Band.mp3,Monkey Island Band,Eric Matyas,CC-BY 3.0,https://opengameart.org/content/monkey-island-band,2459594
bulk/the-fall-of-arcana-epic-game-theme-music/The Fall of Arcana_0.mp3,The Fall of Arcana (Epic Game Theme Music),Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/the-fall-of-arcana-epic-game-theme-music,6283056
bulk/atmospheric-space-f-minor/SpaceFMin_0.mp3,Atmospheric Space F Minor,tcarisland,CC-BY 4.0,https://opengameart.org/content/atmospheric-space-f-minor,4799959
bulk/dance-music-pack/the_celebrity_v2.wav,Dance Music Pack,Umplix,CC0,https://opengameart.org/content/dance-music-pack,3096576
bulk/menu-chill-music/menu_chill.wav,Menu Chill Music,etrock,CC0,https://opengameart.org/content/menu-chill-music,3079184
bulk/akiam-piano/Akiam Dance.mp3,Akiam Piano,Snabisch,CC-BY 3.0,https://opengameart.org/content/akiam-piano,1078651
bulk/dance-music-pack/silent_dance_floor.wav,Dance Music Pack,Umplix,CC0,https://opengameart.org/content/dance-music-pack,15413248
bulk/happy-hearts-disco-stage/nthh_0.ogg,Happy Heart's Disco Stage,Spring Spring,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/happy-hearts-disco-stage,5034337
bulk/dance-music-pack/_cant_resist_the_groove.wav,Dance Music Pack,Umplix,CC0,https://opengameart.org/content/dance-music-pack,16953344
bulk/dance-music-pack/the_celebrity.wav,Dance Music Pack,Umplix,CC0,https://opengameart.org/content/dance-music-pack,12333056
bulk/italo-nights/italo.mp3,Italo Nights,cosmac,CC-BY 3.0,https://opengameart.org/content/italo-nights,770256
bulk/dance-music-pack/twin_layers.wav,Dance Music Pack,Umplix,CC0,https://opengameart.org/content/dance-music-pack,20033536
bulk/merry-dance-psg-version/Merry dance PSG.mp3,Merry dance (PSG version),Snabisch,CC-BY 3.0,https://opengameart.org/content/merry-dance-psg-version,947412
bulk/raining-beat-loop-8-bit-cyber-style-0/raining_gif(loop).wav,raining beat loop 8 bit cyber style,StereoPhysics,CC-BY 4.0,https://opengameart.org/content/raining-beat-loop-8-bit-cyber-style-0,7544880
bulk/orchestral-battle-music-0/Batalha #1.ogg,Orchestral Battle Music,Lisboa,CC-BY 3.0,https://opengameart.org/content/orchestral-battle-music-0,1815053
bulk/funky-house/Of Far Different Nature - Funky House (CC0)_0.mp3,Funky House,Of Far Different Nature,CC0,https://opengameart.org/content/funky-house,2753263
bulk/tropical-bgm/tropical2021314_0.mp3,tropical bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/tropical-bgm,2801313
bulk/frozen-in-time-chiptune/Frozen In Time (Chiptune)_3.mp3,Frozen In Time (Chiptune),Pro Sensory,CC0,https://opengameart.org/content/frozen-in-time-chiptune,4025017
bulk/funky-house/Of Far Different Nature - Funky House (CC0).wav,Funky House,Of Far Different Nature,CC0,https://opengameart.org/content/funky-house,12121710
bulk/menu-music-1/menu_3.ogg,Menu Music,wipics,CC0; Public Domain,https://opengameart.org/content/menu-music-1,901366
bulk/happy-tune/021914bgm2(happytune)_0.mp3,happy tune,syncopika,CC-BY 3.0,https://opengameart.org/content/happy-tune,2532513
bulk/adventure-begins/little town - orchestral.ogg,The Adventure Begins,bart,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 2.1; GPL 3.0; GPL2.0,https://opengameart.org/content/adventure-begins,5460808
bulk/menu-music-1/menu_0.wav,Menu Music,wipics,CC0; Public Domain,https://opengameart.org/content/menu-music-1,11805774
bulk/tropical-bgm/tropical2021314.wav,tropical bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/tropical-bgm,12348460
bulk/battle-music/battle-mus.mp3,Battle Music,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/battle-music,3189420
bulk/to-the-wire/outro.ogg,To the Wire,congusbongus,CC-BY 4.0; OGA-BY 4.0,https://opengameart.org/content/to-the-wire,447497
bulk/happy-tune/021914bgm2(happytune).wav,happy tune,syncopika,CC-BY 3.0,https://opengameart.org/content/happy-tune,11161644
bulk/to-the-wire/intro_5.ogg,To the Wire,congusbongus,CC-BY 4.0; OGA-BY 4.0,https://opengameart.org/content/to-the-wire,3154382
bulk/minor-bass/minorbass.mp3,Minor Bass,tcarisland,CC-BY 3.0; CC-BY 4.0,https://opengameart.org/content/minor-bass,3406149
bulk/metal-hit/Metal Hit.mp3,Metal Hit,marcelofg55,CC-BY 3.0,https://opengameart.org/content/metal-hit,269918
bulk/to-the-wire/loop_6.ogg,To the Wire,congusbongus,CC-BY 4.0; OGA-BY 4.0,https://opengameart.org/content/to-the-wire,4198614
bulk/to-the-wire/to_the_wire.ogg,To the Wire,congusbongus,CC-BY 4.0; OGA-BY 4.0,https://opengameart.org/content/to-the-wire,7787409
bulk/uptempo-atmospheric-electronic-tune/0e907a4de2c0.mp3,Uptempo atmospheric electronic tune,obscure music,CC0,https://opengameart.org/content/uptempo-atmospheric-electronic-tune,8361396
bulk/cool-8-bit-title-screen-music/TitleScreenMusicPart1.wav,Cool 8 - bit Title Screen Music!,Frenchyboy,CC0,https://opengameart.org/content/cool-8-bit-title-screen-music,4485164
bulk/not-known-title/DANCE.wav,Not known title,Snabisch,CC-BY 4.0,https://opengameart.org/content/not-known-title,8753008
bulk/modern-castle-bogart-vgm-sygil-isaiah658/moderncastlemix_0.ogg,Modern Castle (Bogart Vgm & Sygil & isaiah658),glitchart,CC-BY 4.0; CC0,https://opengameart.org/content/modern-castle-bogart-vgm-sygil-isaiah658,8599739
bulk/synthwave-house-loop/synthwavehouse_0.ogg,Synthwave House Loop,Fupi,CC0,https://opengameart.org/content/synthwave-house-loop,1230899
bulk/determined-pursuit-epic-orchestra-loop/determined_pursuit_loop.wav,Determined Pursuit (epic orchestra loop),Emma_MA,CC0,https://opengameart.org/content/determined-pursuit-epic-orchestra-loop,19052830
bulk/cool-8-bit-title-screen-music/TitleScreenMusicPart2.wav,Cool 8 - bit Title Screen Music!,Frenchyboy,CC0,https://opengameart.org/content/cool-8-bit-title-screen-music,4485164
bulk/besai-crystal-gardens-zone-10-forbidden/Besaiark10_0.ogg,Besai Crystal Gardens Zone 10 Forbidden,Tozan,CC0,https://opengameart.org/content/besai-crystal-gardens-zone-10-forbidden,699818
bulk/jrpg-piano/JRPG Piano.mp3,JRPG Piano,Joth,CC0; Public Domain,https://opengameart.org/content/jrpg-piano,501990
bulk/beansjam-sad-budi-blues/Intro_0.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,1382444
bulk/synthwave-house-loop/synthwavehouse.wav,Synthwave House Loop,Fupi,CC0,https://opengameart.org/content/synthwave-house-loop,8913022
bulk/beansjam-sad-budi-blues/Intro + Bass+ Loop.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,2073644
bulk/beansjam-sad-budi-blues/Intro + Bass.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,2073644
bulk/catchy/catchy_0.ogg,Catchy,Spring Spring,CC0,https://opengameart.org/content/catchy,6240129
bulk/beansjam-sad-budi-blues/Intro + Bass+ Loop+ Melody.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,2073644
bulk/beansjam-sad-budi-blues/Intro + Bass+ Loop+ Melody(5ths).wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,2073644
bulk/beansjam-sad-budi-blues/sad budi blues_0.mp3,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,1212303
bulk/beansjam-sad-budi-blues/sad budi blues.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
bulk/beansjam-sad-budi-blues/sad budi Stems Bass.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
bulk/beansjam-sad-budi-blues/sad budi Stems Melody.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
